k1x,k1y,k2x,k2y,k3x,k3y,page1,page2,page3
9,0,-8,-2,1,-2,37,32,5
9,0,-8,-1,1,-1,37,31,3
9,0,-8,0,1,0,37,30,2
9,0,-8,1,1,1,37,31,3
9,0,-8,2,1,2,37,32,5
9,0,-8,3,1,3,37,34,8
9,0,-8,4,1,4,37,36,11
9,0,-8,5,1,5,37,40,15
9,0,-8,6,1,6,37,44,20
9,0,-8,7,1,7,37,49,25
9,0,-7,-8,2,-8,37,49,32
9,0,-7,-7,2,-7,37,43,27
9,0,-7,-6,2,-6,37,39,21
9,0,-7,-5,2,-5,37,35,16
9,0,-7,-4,2,-4,37,31,13
9,0,-7,-3,2,-3,37,28,9
9,0,-7,-2,2,-2,37,27,6
9,0,-7,-1,2,-1,37,25,5
9,0,-7,0,2,0,37,24,4
9,0,-7,1,2,1,37,25,5
9,0,-7,2,2,2,37,27,6
9,0,-7,3,2,3,37,28,9
9,0,-7,4,2,4,37,31,13
9,0,-7,5,2,5,37,35,16
9,0,-7,6,2,6,37,39,21
9,0,-7,7,2,7,37,43,27
9,0,-7,8,2,8,37,49,32
9,0,-6,-8,3,-8,37,44,34
9,0,-6,-7,3,-7,37,39,28
9,0,-6,-6,3,-6,37,33,23
9,0,-6,-5,3,-5,37,29,18
9,0,-6,-4,3,-4,37,26,14
9,0,-6,-3,3,-3,37,23,12
9,0,-6,-2,3,-2,37,21,9
9,0,-6,-1,3,-1,37,20,8
9,0,-6,0,3,0,37,19,7
9,0,-6,1,3,1,37,20,8
9,0,-6,2,3,2,37,21,9
9,0,-6,3,3,3,37,23,12
9,0,-6,4,3,4,37,26,14
9,0,-6,5,3,5,37,29,18
9,0,-6,6,3,6,37,33,23
9,0,-6,7,3,7,37,39,28
9,0,-6,8,3,8,37,44,34
9,0,-5,-9,4,-9,37,47,42
9,0,-5,-8,4,-8,37,40,36
9,0,-5,-7,4,-7,37,35,31
9,0,-5,-6,4,-6,37,29,26
9,0,-5,-5,4,-5,37,25,22
9,0,-5,-4,4,-4,37,22,17
9,0,-5,-3,4,-3,37,18,14
9,0,-5,-2,4,-2,37,16,13
9,0,-5,-1,4,-1,37,15,11
9,0,-5,0,4,0,37,14,10
9,0,-5,1,4,1,37,15,11
9,0,-5,2,4,2,37,16,13
9,0,-5,3,4,3,37,18,14
9,0,-5,4,4,4,37,22,17
9,0,-5,5,4,5,37,25,22
9,0,-5,6,4,6,37,29,26
9,0,-5,7,4,7,37,35,31
9,0,-5,8,4,8,37,40,36
9,0,-5,9,4,9,37,47,42
9,0,-4,-9,5,-9,37,42,47
9,0,-4,-8,5,-8,37,36,40
9,0,-4,-7,5,-7,37,31,35
9,0,-4,-6,5,-6,37,26,29
9,0,-4,-5,5,-5,37,22,25
9,0,-4,-4,5,-4,37,17,22
9,0,-4,-3,5,-3,37,14,18
9,0,-4,-2,5,-2,37,13,16
9,0,-4,-1,5,-1,37,11,15
9,0,-4,0,5,0,37,10,14
9,0,-4,1,5,1,37,11,15
9,0,-4,2,5,2,37,13,16
9,0,-4,3,5,3,37,14,18
9,0,-4,4,5,4,37,17,22
9,0,-4,5,5,5,37,22,25
9,0,-4,6,5,6,37,26,29
9,0,-4,7,5,7,37,31,35
9,0,-4,8,5,8,37,36,40
9,0,-4,9,5,9,37,42,47
9,0,-3,-8,6,-8,37,34,44
9,0,-3,-7,6,-7,37,28,39
9,0,-3,-6,6,-6,37,23,33
9,0,-3,-5,6,-5,37,18,29
9,0,-3,-4,6,-4,37,14,26
9,0,-3,-3,6,-3,37,12,23
9,0,-3,-2,6,-2,37,9,21
9,0,-3,-1,6,-1,37,8,20
9,0,-3,0,6,0,37,7,19
9,0,-3,1,6,1,37,8,20
9,0,-3,2,6,2,37,9,21
9,0,-3,3,6,3,37,12,23
9,0,-3,4,6,4,37,14,26
9,0,-3,5,6,5,37,18,29
9,0,-3,6,6,6,37,23,33
9,0,-3,7,6,7,37,28,39
9,0,-3,8,6,8,37,34,44
9,0,-2,-8,7,-8,37,32,49
9,0,-2,-7,7,-7,37,27,43
9,0,-2,-6,7,-6,37,21,39
9,0,-2,-5,7,-5,37,16,35
9,0,-2,-4,7,-4,37,13,31
9,0,-2,-3,7,-3,37,9,28
9,0,-2,-2,7,-2,37,6,27
9,0,-2,-1,7,-1,37,5,25
9,0,-2,0,7,0,37,4,24
9,0,-2,1,7,1,37,5,25
9,0,-2,2,7,2,37,6,27
9,0,-2,3,7,3,37,9,28
9,0,-2,4,7,4,37,13,31
9,0,-2,5,7,5,37,16,35
9,0,-2,6,7,6,37,21,39
9,0,-2,7,7,7,37,27,43
9,0,-2,8,7,8,37,32,49
9,0,-1,-7,8,-7,37,25,49
9,0,-1,-6,8,-6,37,20,44
9,0,-1,-5,8,-5,37,15,40
9,0,-1,-4,8,-4,37,11,36
9,0,-1,-3,8,-3,37,8,34
9,0,-1,-2,8,-2,37,5,32
9,0,-1,-1,8,-1,37,3,31
9,0,-1,0,8,0,37,2,30
9,0,-1,1,8,1,37,3,31
9,0,-1,2,8,2,37,5,32
9,0,-1,3,8,3,37,8,34
9,0,-1,4,8,4,37,11,36
9,0,-1,5,8,5,37,15,40
9,0,-1,6,8,6,37,20,44
9,0,-1,7,8,7,37,25,49
9,0,0,-5,9,-5,37,14,47
9,0,0,-4,9,-4,37,10,42
9,0,0,-3,9,-3,37,7,41
9,0,0,-2,9,-2,37,4,39
9,0,0,-1,9,-1,37,2,38
9,0,0,1,9,1,37,2,38
9,0,0,2,9,2,37,4,39
9,0,0,3,9,3,37,7,41
9,0,0,4,9,4,37,10,42
9,0,0,5,9,5,37,14,47
9,0,1,-3,10,-3,37,8,48
9,0,1,-2,10,-2,37,5,46
9,0,1,-1,10,-1,37,3,45
9,0,1,0,10,0,37,2,44
9,0,1,1,10,1,37,3,45
9,0,1,2,10,2,37,5,46
9,0,1,3,10,3,37,8,48
9,1,-10,-3,-1,-2,38,48,5
9,1,-10,-2,-1,-1,38,46,3
9,1,-10,-1,-1,0,38,45,2
9,1,-10,0,-1,1,38,44,3
9,1,-10,1,-1,2,38,45,5
9,1,-10,2,-1,3,38,46,8
9,1,-10,3,-1,4,38,48,11
9,1,-9,-5,0,-4,38,47,10
9,1,-9,-4,0,-3,38,42,7
9,1,-9,-3,0,-2,38,41,4
9,1,-9,-2,0,-1,38,39,2
9,1,-9,-1,0,0,38,38,1
9,1,-9,0,0,1,38,37,2
9,1,-9,1,0,2,38,38,4
9,1,-9,2,0,3,38,39,7
9,1,-9,3,0,4,38,41,10
9,1,-9,4,0,5,38,42,14
9,1,-9,5,0,6,38,47,19
9,1,-8,-7,1,-6,38,49,20
9,1,-8,-6,1,-5,38,44,15
9,1,-8,-5,1,-4,38,40,11
9,1,-8,-4,1,-3,38,36,8
9,1,-8,-3,1,-2,38,34,5
9,1,-8,-2,1,-1,38,32,3
9,1,-8,-1,1,0,38,31,2
9,1,-8,0,1,1,38,30,3
9,1,-8,1,1,2,38,31,5
9,1,-8,2,1,3,38,32,8
9,1,-8,3,1,4,38,34,11
9,1,-8,4,1,5,38,36,15
9,1,-8,5,1,6,38,40,20
9,1,-8,6,1,7,38,44,25
9,1,-8,7,1,8,38,49,31
9,1,-7,-8,2,-7,38,49,27
9,1,-7,-7,2,-6,38,43,21
9,1,-7,-6,2,-5,38,39,16
9,1,-7,-5,2,-4,38,35,13
9,1,-7,-4,2,-3,38,31,9
9,1,-7,-3,2,-2,38,28,6
9,1,-7,-2,2,-1,38,27,5
9,1,-7,-1,2,0,38,25,4
9,1,-7,0,2,1,38,24,5
9,1,-7,1,2,2,38,25,6
9,1,-7,2,2,3,38,27,9
9,1,-7,3,2,4,38,28,13
9,1,-7,4,2,5,38,31,16
9,1,-7,5,2,6,38,35,21
9,1,-7,6,2,7,38,39,27
9,1,-7,7,2,8,38,43,32
9,1,-7,8,2,9,38,49,39
9,1,-6,-8,3,-7,38,44,28
9,1,-6,-7,3,-6,38,39,23
9,1,-6,-6,3,-5,38,33,18
9,1,-6,-5,3,-4,38,29,14
9,1,-6,-4,3,-3,38,26,12
9,1,-6,-3,3,-2,38,23,9
9,1,-6,-2,3,-1,38,21,8
9,1,-6,-1,3,0,38,20,7
9,1,-6,0,3,1,38,19,8
9,1,-6,1,3,2,38,20,9
9,1,-6,2,3,3,38,21,12
9,1,-6,3,3,4,38,23,14
9,1,-6,4,3,5,38,26,18
9,1,-6,5,3,6,38,29,23
9,1,-6,6,3,7,38,33,28
9,1,-6,7,3,8,38,39,34
9,1,-6,8,3,9,38,44,41
9,1,-5,-9,4,-8,38,47,36
9,1,-5,-8,4,-7,38,40,31
9,1,-5,-7,4,-6,38,35,26
9,1,-5,-6,4,-5,38,29,22
9,1,-5,-5,4,-4,38,25,17
9,1,-5,-4,4,-3,38,22,14
9,1,-5,-3,4,-2,38,18,13
9,1,-5,-2,4,-1,38,16,11
9,1,-5,-1,4,0,38,15,10
9,1,-5,0,4,1,38,14,11
9,1,-5,1,4,2,38,15,13
9,1,-5,2,4,3,38,16,14
9,1,-5,3,4,4,38,18,17
9,1,-5,4,4,5,38,22,22
9,1,-5,5,4,6,38,25,26
9,1,-5,6,4,7,38,29,31
9,1,-5,7,4,8,38,35,36
9,1,-5,8,4,9,38,40,42
9,1,-4,-9,5,-8,38,42,40
9,1,-4,-8,5,-7,38,36,35
9,1,-4,-7,5,-6,38,31,29
9,1,-4,-6,5,-5,38,26,25
9,1,-4,-5,5,-4,38,22,22
9,1,-4,-4,5,-3,38,17,18
9,1,-4,-3,5,-2,38,14,16
9,1,-4,-2,5,-1,38,13,15
9,1,-4,-1,5,0,38,11,14
9,1,-4,0,5,1,38,10,15
9,1,-4,1,5,2,38,11,16
9,1,-4,2,5,3,38,13,18
9,1,-4,3,5,4,38,14,22
9,1,-4,4,5,5,38,17,25
9,1,-4,5,5,6,38,22,29
9,1,-4,6,5,7,38,26,35
9,1,-4,7,5,8,38,31,40
9,1,-4,8,5,9,38,36,47
9,1,-3,-9,6,-8,38,41,44
9,1,-3,-8,6,-7,38,34,39
9,1,-3,-7,6,-6,38,28,33
9,1,-3,-6,6,-5,38,23,29
9,1,-3,-5,6,-4,38,18,26
9,1,-3,-4,6,-3,38,14,23
9,1,-3,-3,6,-2,38,12,21
9,1,-3,-2,6,-1,38,9,20
9,1,-3,-1,6,0,38,8,19
9,1,-3,0,6,1,38,7,20
9,1,-3,1,6,2,38,8,21
9,1,-3,2,6,3,38,9,23
9,1,-3,3,6,4,38,12,26
9,1,-3,4,6,5,38,14,29
9,1,-3,5,6,6,38,18,33
9,1,-3,6,6,7,38,23,39
9,1,-3,7,6,8,38,28,44
9,1,-2,-9,7,-8,38,39,49
9,1,-2,-8,7,-7,38,32,43
9,1,-2,-7,7,-6,38,27,39
9,1,-2,-6,7,-5,38,21,35
9,1,-2,-5,7,-4,38,16,31
9,1,-2,-4,7,-3,38,13,28
9,1,-2,-3,7,-2,38,9,27
9,1,-2,-2,7,-1,38,6,25
9,1,-2,-1,7,0,38,5,24
9,1,-2,0,7,1,38,4,25
9,1,-2,1,7,2,38,5,27
9,1,-2,2,7,3,38,6,28
9,1,-2,3,7,4,38,9,31
9,1,-2,4,7,5,38,13,35
9,1,-2,5,7,6,38,16,39
9,1,-2,6,7,7,38,21,43
9,1,-2,7,7,8,38,27,49
9,1,-1,-8,8,-7,38,31,49
9,1,-1,-7,8,-6,38,25,44
9,1,-1,-6,8,-5,38,20,40
9,1,-1,-5,8,-4,38,15,36
9,1,-1,-4,8,-3,38,11,34
9,1,-1,-3,8,-2,38,8,32
9,1,-1,-2,8,-1,38,5,31
9,1,-1,-1,8,0,38,3,30
9,1,-1,0,8,1,38,2,31
9,1,-1,1,8,2,38,3,32
9,1,-1,2,8,3,38,5,34
9,1,-1,3,8,4,38,8,36
9,1,-1,4,8,5,38,11,40
9,1,-1,5,8,6,38,15,44
9,1,-1,6,8,7,38,20,49
9,1,0,-6,9,-5,38,19,47
9,1,0,-5,9,-4,38,14,42
9,1,0,-4,9,-3,38,10,41
9,1,0,-3,9,-2,38,7,39
9,1,0,-2,9,-1,38,4,38
9,1,0,-1,9,0,38,2,37
9,1,0,1,9,2,38,2,39
9,1,0,2,9,3,38,4,41
9,1,0,3,9,4,38,7,42
9,1,0,4,9,5,38,10,47
9,1,1,-4,10,-3,38,11,48
9,1,1,-3,10,-2,38,8,46
9,1,1,-2,10,-1,38,5,45
9,1,1,-1,10,0,38,3,44
9,1,1,0,10,1,38,2,45
9,1,1,1,10,2,38,3,46
9,1,1,2,10,3,38,5,48
9,2,-10,-3,-1,-1,39,48,3
9,2,-10,-2,-1,0,39,46,2
9,2,-10,-1,-1,1,39,45,3
9,2,-10,0,-1,2,39,44,5
9,2,-10,1,-1,3,39,45,8
9,2,-10,2,-1,4,39,46,11
9,2,-10,3,-1,5,39,48,15
9,2,-9,-5,0,-3,39,47,7
9,2,-9,-4,0,-2,39,42,4
9,2,-9,-3,0,-1,39,41,2
9,2,-9,-2,0,0,39,39,1
9,2,-9,-1,0,1,39,38,2
9,2,-9,0,0,2,39,37,4
9,2,-9,1,0,3,39,38,7
9,2,-9,2,0,4,39,39,10
9,2,-9,3,0,5,39,41,14
9,2,-9,4,0,6,39,42,19
9,2,-9,5,0,7,39,47,24
9,2,-8,-7,1,-5,39,49,15
9,2,-8,-6,1,-4,39,44,11
9,2,-8,-5,1,-3,39,40,8
9,2,-8,-4,1,-2,39,36,5
9,2,-8,-3,1,-1,39,34,3
9,2,-8,-2,1,0,39,32,2
9,2,-8,-1,1,1,39,31,3
9,2,-8,0,1,2,39,30,5
9,2,-8,1,1,3,39,31,8
9,2,-8,2,1,4,39,32,11
9,2,-8,3,1,5,39,34,15
9,2,-8,4,1,6,39,36,20
9,2,-8,5,1,7,39,40,25
9,2,-8,6,1,8,39,44,31
9,2,-8,7,1,9,39,49,38
9,2,-7,-8,2,-6,39,49,21
9,2,-7,-7,2,-5,39,43,16
9,2,-7,-6,2,-4,39,39,13
9,2,-7,-5,2,-3,39,35,9
9,2,-7,-4,2,-2,39,31,6
9,2,-7,-3,2,-1,39,28,5
9,2,-7,-2,2,0,39,27,4
9,2,-7,-1,2,1,39,25,5
9,2,-7,0,2,2,39,24,6
9,2,-7,1,2,3,39,25,9
9,2,-7,2,2,4,39,27,13
9,2,-7,3,2,5,39,28,16
9,2,-7,4,2,6,39,31,21
9,2,-7,5,2,7,39,35,27
9,2,-7,6,2,8,39,39,32
9,2,-7,7,2,9,39,43,39
9,2,-7,8,2,10,39,49,46
9,2,-6,-8,3,-6,39,44,23
9,2,-6,-7,3,-5,39,39,18
9,2,-6,-6,3,-4,39,33,14
9,2,-6,-5,3,-3,39,29,12
9,2,-6,-4,3,-2,39,26,9
9,2,-6,-3,3,-1,39,23,8
9,2,-6,-2,3,0,39,21,7
9,2,-6,-1,3,1,39,20,8
9,2,-6,0,3,2,39,19,9
9,2,-6,1,3,3,39,20,12
9,2,-6,2,3,4,39,21,14
9,2,-6,3,3,5,39,23,18
9,2,-6,4,3,6,39,26,23
9,2,-6,5,3,7,39,29,28
9,2,-6,6,3,8,39,33,34
9,2,-6,7,3,9,39,39,41
9,2,-6,8,3,10,39,44,48
9,2,-5,-9,4,-7,39,47,31
9,2,-5,-8,4,-6,39,40,26
9,2,-5,-7,4,-5,39,35,22
9,2,-5,-6,4,-4,39,29,17
9,2,-5,-5,4,-3,39,25,14
9,2,-5,-4,4,-2,39,22,13
9,2,-5,-3,4,-1,39,18,11
9,2,-5,-2,4,0,39,16,10
9,2,-5,-1,4,1,39,15,11
9,2,-5,0,4,2,39,14,13
9,2,-5,1,4,3,39,15,14
9,2,-5,2,4,4,39,16,17
9,2,-5,3,4,5,39,18,22
9,2,-5,4,4,6,39,22,26
9,2,-5,5,4,7,39,25,31
9,2,-5,6,4,8,39,29,36
9,2,-5,7,4,9,39,35,42
9,2,-4,-9,5,-7,39,42,35
9,2,-4,-8,5,-6,39,36,29
9,2,-4,-7,5,-5,39,31,25
9,2,-4,-6,5,-4,39,26,22
9,2,-4,-5,5,-3,39,22,18
9,2,-4,-4,5,-2,39,17,16
9,2,-4,-3,5,-1,39,14,15
9,2,-4,-2,5,0,39,13,14
9,2,-4,-1,5,1,39,11,15
9,2,-4,0,5,2,39,10,16
9,2,-4,1,5,3,39,11,18
9,2,-4,2,5,4,39,13,22
9,2,-4,3,5,5,39,14,25
9,2,-4,4,5,6,39,17,29
9,2,-4,5,5,7,39,22,35
9,2,-4,6,5,8,39,26,40
9,2,-4,7,5,9,39,31,47
9,2,-3,-10,6,-8,39,48,44
9,2,-3,-9,6,-7,39,41,39
9,2,-3,-8,6,-6,39,34,33
9,2,-3,-7,6,-5,39,28,29
9,2,-3,-6,6,-4,39,23,26
9,2,-3,-5,6,-3,39,18,23
9,2,-3,-4,6,-2,39,14,21
9,2,-3,-3,6,-1,39,12,20
9,2,-3,-2,6,0,39,9,19
9,2,-3,-1,6,1,39,8,20
9,2,-3,0,6,2,39,7,21
9,2,-3,1,6,3,39,8,23
9,2,-3,2,6,4,39,9,26
9,2,-3,3,6,5,39,12,29
9,2,-3,4,6,6,39,14,33
9,2,-3,5,6,7,39,18,39
9,2,-3,6,6,8,39,23,44
9,2,-2,-10,7,-8,39,46,49
9,2,-2,-9,7,-7,39,39,43
9,2,-2,-8,7,-6,39,32,39
9,2,-2,-7,7,-5,39,27,35
9,2,-2,-6,7,-4,39,21,31
9,2,-2,-5,7,-3,39,16,28
9,2,-2,-4,7,-2,39,13,27
9,2,-2,-3,7,-1,39,9,25
9,2,-2,-2,7,0,39,6,24
9,2,-2,-1,7,1,39,5,25
9,2,-2,0,7,2,39,4,27
9,2,-2,1,7,3,39,5,28
9,2,-2,2,7,4,39,6,31
9,2,-2,3,7,5,39,9,35
9,2,-2,4,7,6,39,13,39
9,2,-2,5,7,7,39,16,43
9,2,-2,6,7,8,39,21,49
9,2,-1,-9,8,-7,39,38,49
9,2,-1,-8,8,-6,39,31,44
9,2,-1,-7,8,-5,39,25,40
9,2,-1,-6,8,-4,39,20,36
9,2,-1,-5,8,-3,39,15,34
9,2,-1,-4,8,-2,39,11,32
9,2,-1,-3,8,-1,39,8,31
9,2,-1,-2,8,0,39,5,30
9,2,-1,-1,8,1,39,3,31
9,2,-1,0,8,2,39,2,32
9,2,-1,1,8,3,39,3,34
9,2,-1,2,8,4,39,5,36
9,2,-1,3,8,5,39,8,40
9,2,-1,4,8,6,39,11,44
9,2,-1,5,8,7,39,15,49
9,2,0,-7,9,-5,39,24,47
9,2,0,-6,9,-4,39,19,42
9,2,0,-5,9,-3,39,14,41
9,2,0,-4,9,-2,39,10,39
9,2,0,-3,9,-1,39,7,38
9,2,0,-2,9,0,39,4,37
9,2,0,-1,9,1,39,2,38
9,2,0,1,9,3,39,2,41
9,2,0,2,9,4,39,4,42
9,2,0,3,9,5,39,7,47
9,2,1,-5,10,-3,39,15,48
9,2,1,-4,10,-2,39,11,46
9,2,1,-3,10,-1,39,8,45
9,2,1,-2,10,0,39,5,44
9,2,1,-1,10,1,39,3,45
9,2,1,0,10,2,39,2,46
9,2,1,1,10,3,39,3,48
9,3,-10,-3,-1,0,41,48,2
9,3,-10,-2,-1,1,41,46,3
9,3,-10,-1,-1,2,41,45,5
9,3,-10,0,-1,3,41,44,8
9,3,-10,1,-1,4,41,45,11
9,3,-10,2,-1,5,41,46,15
9,3,-10,3,-1,6,41,48,20
9,3,-9,-5,0,-2,41,47,4
9,3,-9,-4,0,-1,41,42,2
9,3,-9,-3,0,0,41,41,1
9,3,-9,-2,0,1,41,39,2
9,3,-9,-1,0,2,41,38,4
9,3,-9,0,0,3,41,37,7
9,3,-9,1,0,4,41,38,10
9,3,-9,2,0,5,41,39,14
9,3,-9,3,0,6,41,41,19
9,3,-9,4,0,7,41,42,24
9,3,-9,5,0,8,41,47,30
9,3,-8,-7,1,-4,41,49,11
9,3,-8,-6,1,-3,41,44,8
9,3,-8,-5,1,-2,41,40,5
9,3,-8,-4,1,-1,41,36,3
9,3,-8,-3,1,0,41,34,2
9,3,-8,-2,1,1,41,32,3
9,3,-8,-1,1,2,41,31,5
9,3,-8,0,1,3,41,30,8
9,3,-8,1,1,4,41,31,11
9,3,-8,2,1,5,41,32,15
9,3,-8,3,1,6,41,34,20
9,3,-8,4,1,7,41,36,25
9,3,-8,5,1,8,41,40,31
9,3,-8,6,1,9,41,44,38
9,3,-8,7,1,10,41,49,45
9,3,-7,-8,2,-5,41,49,16
9,3,-7,-7,2,-4,41,43,13
9,3,-7,-6,2,-3,41,39,9
9,3,-7,-5,2,-2,41,35,6
9,3,-7,-4,2,-1,41,31,5
9,3,-7,-3,2,0,41,28,4
9,3,-7,-2,2,1,41,27,5
9,3,-7,-1,2,2,41,25,6
9,3,-7,0,2,3,41,24,9
9,3,-7,1,2,4,41,25,13
9,3,-7,2,2,5,41,27,16
9,3,-7,3,2,6,41,28,21
9,3,-7,4,2,7,41,31,27
9,3,-7,5,2,8,41,35,32
9,3,-7,6,2,9,41,39,39
9,3,-7,7,2,10,41,43,46
9,3,-6,-8,3,-5,41,44,18
9,3,-6,-7,3,-4,41,39,14
9,3,-6,-6,3,-3,41,33,12
9,3,-6,-5,3,-2,41,29,9
9,3,-6,-4,3,-1,41,26,8
9,3,-6,-3,3,0,41,23,7
9,3,-6,-2,3,1,41,21,8
9,3,-6,-1,3,2,41,20,9
9,3,-6,0,3,3,41,19,12
9,3,-6,1,3,4,41,20,14
9,3,-6,2,3,5,41,21,18
9,3,-6,3,3,6,41,23,23
9,3,-6,4,3,7,41,26,28
9,3,-6,5,3,8,41,29,34
9,3,-6,6,3,9,41,33,41
9,3,-6,7,3,10,41,39,48
9,3,-5,-9,4,-6,41,47,26
9,3,-5,-8,4,-5,41,40,22
9,3,-5,-7,4,-4,41,35,17
9,3,-5,-6,4,-3,41,29,14
9,3,-5,-5,4,-2,41,25,13
9,3,-5,-4,4,-1,41,22,11
9,3,-5,-3,4,0,41,18,10
9,3,-5,-2,4,1,41,16,11
9,3,-5,-1,4,2,41,15,13
9,3,-5,0,4,3,41,14,14
9,3,-5,1,4,4,41,15,17
9,3,-5,2,4,5,41,16,22
9,3,-5,3,4,6,41,18,26
9,3,-5,4,4,7,41,22,31
9,3,-5,5,4,8,41,25,36
9,3,-5,6,4,9,41,29,42
9,3,-4,-9,5,-6,41,42,29
9,3,-4,-8,5,-5,41,36,25
9,3,-4,-7,5,-4,41,31,22
9,3,-4,-6,5,-3,41,26,18
9,3,-4,-5,5,-2,41,22,16
9,3,-4,-4,5,-1,41,17,15
9,3,-4,-3,5,0,41,14,14
9,3,-4,-2,5,1,41,13,15
9,3,-4,-1,5,2,41,11,16
9,3,-4,0,5,3,41,10,18
9,3,-4,1,5,4,41,11,22
9,3,-4,2,5,5,41,13,25
9,3,-4,3,5,6,41,14,29
9,3,-4,4,5,7,41,17,35
9,3,-4,5,5,8,41,22,40
9,3,-4,6,5,9,41,26,47
9,3,-3,-10,6,-7,41,48,39
9,3,-3,-9,6,-6,41,41,33
9,3,-3,-8,6,-5,41,34,29
9,3,-3,-7,6,-4,41,28,26
9,3,-3,-6,6,-3,41,23,23
9,3,-3,-5,6,-2,41,18,21
9,3,-3,-4,6,-1,41,14,20
9,3,-3,-3,6,0,41,12,19
9,3,-3,-2,6,1,41,9,20
9,3,-3,-1,6,2,41,8,21
9,3,-3,0,6,3,41,7,23
9,3,-3,1,6,4,41,8,26
9,3,-3,2,6,5,41,9,29
9,3,-3,3,6,6,41,12,33
9,3,-3,4,6,7,41,14,39
9,3,-3,5,6,8,41,18,44
9,3,-2,-10,7,-7,41,46,43
9,3,-2,-9,7,-6,41,39,39
9,3,-2,-8,7,-5,41,32,35
9,3,-2,-7,7,-4,41,27,31
9,3,-2,-6,7,-3,41,21,28
9,3,-2,-5,7,-2,41,16,27
9,3,-2,-4,7,-1,41,13,25
9,3,-2,-3,7,0,41,9,24
9,3,-2,-2,7,1,41,6,25
9,3,-2,-1,7,2,41,5,27
9,3,-2,0,7,3,41,4,28
9,3,-2,1,7,4,41,5,31
9,3,-2,2,7,5,41,6,35
9,3,-2,3,7,6,41,9,39
9,3,-2,4,7,7,41,13,43
9,3,-2,5,7,8,41,16,49
9,3,-1,-10,8,-7,41,45,49
9,3,-1,-9,8,-6,41,38,44
9,3,-1,-8,8,-5,41,31,40
9,3,-1,-7,8,-4,41,25,36
9,3,-1,-6,8,-3,41,20,34
9,3,-1,-5,8,-2,41,15,32
9,3,-1,-4,8,-1,41,11,31
9,3,-1,-3,8,0,41,8,30
9,3,-1,-2,8,1,41,5,31
9,3,-1,-1,8,2,41,3,32
9,3,-1,0,8,3,41,2,34
9,3,-1,1,8,4,41,3,36
9,3,-1,2,8,5,41,5,40
9,3,-1,3,8,6,41,8,44
9,3,-1,4,8,7,41,11,49
9,3,0,-8,9,-5,41,30,47
9,3,0,-7,9,-4,41,24,42
9,3,0,-6,9,-3,41,19,41
9,3,0,-5,9,-2,41,14,39
9,3,0,-4,9,-1,41,10,38
9,3,0,-3,9,0,41,7,37
9,3,0,-2,9,1,41,4,38
9,3,0,-1,9,2,41,2,39
9,3,0,1,9,4,41,2,42
9,3,0,2,9,5,41,4,47
9,3,1,-6,10,-3,41,20,48
9,3,1,-5,10,-2,41,15,46
9,3,1,-4,10,-1,41,11,45
9,3,1,-3,10,0,41,8,44
9,3,1,-2,10,1,41,5,45
9,3,1,-1,10,2,41,3,46
9,3,1,0,10,3,41,2,48
9,4,-10,-3,-1,1,42,48,3
9,4,-10,-2,-1,2,42,46,5
9,4,-10,-1,-1,3,42,45,8
9,4,-10,0,-1,4,42,44,11
9,4,-10,1,-1,5,42,45,15
9,4,-10,2,-1,6,42,46,20
9,4,-10,3,-1,7,42,48,25
9,4,-9,-5,0,-1,42,47,2
9,4,-9,-4,0,0,42,42,1
9,4,-9,-3,0,1,42,41,2
9,4,-9,-2,0,2,42,39,4
9,4,-9,-1,0,3,42,38,7
9,4,-9,0,0,4,42,37,10
9,4,-9,1,0,5,42,38,14
9,4,-9,2,0,6,42,39,19
9,4,-9,3,0,7,42,41,24
9,4,-9,4,0,8,42,42,30
9,4,-9,5,0,9,42,47,37
9,4,-8,-7,1,-3,42,49,8
9,4,-8,-6,1,-2,42,44,5
9,4,-8,-5,1,-1,42,40,3
9,4,-8,-4,1,0,42,36,2
9,4,-8,-3,1,1,42,34,3
9,4,-8,-2,1,2,42,32,5
9,4,-8,-1,1,3,42,31,8
9,4,-8,0,1,4,42,30,11
9,4,-8,1,1,5,42,31,15
9,4,-8,2,1,6,42,32,20
9,4,-8,3,1,7,42,34,25
9,4,-8,4,1,8,42,36,31
9,4,-8,5,1,9,42,40,38
9,4,-8,6,1,10,42,44,45
9,4,-7,-8,2,-4,42,49,13
9,4,-7,-7,2,-3,42,43,9
9,4,-7,-6,2,-2,42,39,6
9,4,-7,-5,2,-1,42,35,5
9,4,-7,-4,2,0,42,31,4
9,4,-7,-3,2,1,42,28,5
9,4,-7,-2,2,2,42,27,6
9,4,-7,-1,2,3,42,25,9
9,4,-7,0,2,4,42,24,13
9,4,-7,1,2,5,42,25,16
9,4,-7,2,2,6,42,27,21
9,4,-7,3,2,7,42,28,27
9,4,-7,4,2,8,42,31,32
9,4,-7,5,2,9,42,35,39
9,4,-7,6,2,10,42,39,46
9,4,-6,-8,3,-4,42,44,14
9,4,-6,-7,3,-3,42,39,12
9,4,-6,-6,3,-2,42,33,9
9,4,-6,-5,3,-1,42,29,8
9,4,-6,-4,3,0,42,26,7
9,4,-6,-3,3,1,42,23,8
9,4,-6,-2,3,2,42,21,9
9,4,-6,-1,3,3,42,20,12
9,4,-6,0,3,4,42,19,14
9,4,-6,1,3,5,42,20,18
9,4,-6,2,3,6,42,21,23
